Journal,Title,Link,Authors,Keywords
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (FEB 2017)",Applying fractional order PID to design TCSC-based damping controller in coordination with automatic generation control of interconnected multi-source power system,https://doaj.org/article/5fb552c77bca4cc6be4ecd6ee740672a,"Javad Morsali,; Kazem Zare,; Mehrdad Tarafdar Hagh","Automatic generation control (AGC),; Thyristor controlled series capacitor (TCSC),; Fractional order proportional-integral-differential (FOPID),; Generation rate constraint (GRC),; Interconnected multi-source power system,; Dynamic performance"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (SEPT 2016)",Non-linear thermal post-buckling analysis of FGM Timoshenko beam under non-uniform temperature rise across thickness,https://doaj.org/article/c8cb0b0393e84c80a168bfca42b15c2c,"Amlan Paul,; Debabrata Das","Functionally graded material,; Post-buckling,; Geometrically non-linear,; Thermal load,; Timoshenko beam"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (SEPT 2016)",Compact printed high rejection triple band-notch UWB antenna with multiple wireless applications,https://doaj.org/article/6ccaefd297fa496aa6cea82e72b9f0e2,"Manish Sharma,; Y.K. Awasthi,; Himanshu Singh,; Raj Kumar,; Sarita Kumari","Urn shape,; Multiple wireless services,; T-shape stub,; WLAN,; WiMAX"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (SEPT 2016)","Mechanical properties, wear and corrosion behavior of copper matrix composites reinforced with steel machining chips",https://doaj.org/article/d0f2c69f74a8406fb61606d3943c2910,"Kenneth Kanayo Alaneme,; Benjamin Ufuoma Odoni","Copper matrix composites,; Corrosion behavior,; Interface bonding,; Mechanical properties,; Steel machining chips,; Wear"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (SEPT 2016)",Wind-driven SEIG supplying DC microgrid through a single-stage power converter,https://doaj.org/article/50bde1f292d44c96bbd30ce9d454cd11,"Vellapatchi Nayanar,; Natarajan Kumaresan,; Nanjappa Gounder Ammasai Gounden","DC microgrid,; Digital signal controller (DSC),; Induction generators,; Maximum power point tracking (MPPT),; Semi-converter,; Wind energy conversion system (WECS)"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (SEPT 2016)",Reconciling viability and cost-effective shape memory alloy options – A review of copper and iron based shape memory metallic systems,https://doaj.org/article/3e6bcb83858e4ada93ef0169505544b0,"Kenneth Kanayo Alaneme,; Eloho Anita Okotete","Copper alloys,; Ni–Ti,; Fe alloys,; Shape memory alloys,; Transition hysteresis,; Phase stabilization"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (SEPT 2016)",Numerical analysis of hydromagnetic micropolar fluid along a stretching sheet embedded in porous medium with non-uniform heat source and chemical reaction,https://doaj.org/article/55e9754bf6c742a3988c4eea3499fa6e,"R.S. Tripathy,; G.C. Dash,; S.R. Mishra,; Mohammad Mainul Hoque","MHD,; Porous medium,; Micropolar,; Non-uniform heat source,; Chemical reaction"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (SEPT 2016)",Performance of swarm based optimization techniques for designing digital FIR filter: A comparative study,https://doaj.org/article/4f0dd2e84da14868a2561da32cfc55c7,"I. Sharma,; B. Kuldeep,; A. Kumar,; V.K. Singh","FIR filters,; Nature based meta heuristics algorithms,; Cuckoo search optimization,; Particle swarm optimization,; Artificial bee colony optimization"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (SEPT 2016)",Multi-objective optimization of electroless ternary Nickel–Cobalt–Phosphorous coating using non-dominant sorting genetic algorithm-II,https://doaj.org/article/66404d8dcd4d4b289537457012f027f4,"Jhumpa De,; Tushar Banerjee,; Rajat Subhra Sen,; Buddhadeb Oraon,; Gautam Majumdar","Electroless Ni–Co–P coating,; Fisher’s F-test,; p-Values,; Multi-objective optimization,; Genetic algorithms,; NSGA-II"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (SEPT 2016)",A case study on femtocell access modes,https://doaj.org/article/df31999e2560427a8e77dbddb5309595,"S. Padmapriya,; M. Tamilarasi","Long Term Evolution,; Heterogeneous networks,; Macrocell,; Femtocell,; Access modes"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (SEPT 2016)",Condition monitoring of face milling tool using K-star algorithm and histogram features of vibration signal,https://doaj.org/article/2e47202f4ad44334969dac23305d085f,"C.K. Madhusudana,; Hemantha Kumar,; S. Narendranath","Face milling,; Fault diagnosis,; Machine learning,; Histogram features,; Decision tree,; K-star algorithm"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (SEPT 2016)",Machinability study of Carbon Fiber Reinforced Polymer in the longitudinal and transverse direction and optimization of process parameters using PSO–GSA,https://doaj.org/article/45a6108e5600456996850b7d98418eec,"K. Shunmugesh,; K. Panneerselvam","CFR Polymer,; Drilling,; Response Surface Methodology,; Genetic Algorithm,; Particle Swarm Optimization–Gravitational Search Algorithm"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (SEPT 2016)",Modeling and analysis of hydraulic dashpot for impact free operation in a shut-off rod drive mechanism,https://doaj.org/article/9d56849790ba459fb64da36c2ba5903e,"Narendra K. Singh,; Deepak N. Badodkar","Hydraulic dashpot,; Rigid body dynamics,; Nuclear reactor,; Reactor control mechanism,; Rod drop profile,; Shut-off rods"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (SEPT 2016)",Spintronics: A contemporary review of emerging electronics devices,https://doaj.org/article/bc60faa310ef499981a2d4bbc957a623,Vinod Kumar Joshi,"Spin valve,; GMR,; MTJ,; FTJ,; Spin-FET,; Spin-MOSFET"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (SEPT 2016)",Combine effects of Magnetohydrodynamics (MHD) and partial slip on peristaltic Blood flow of Ree–Eyring fluid with wall properties,https://doaj.org/article/0d6de8fdac1f47b5926718c3578432c6,"M.M. Bhatti,; M. Ali Abbas,; M.M. Rashidi","Magnetohydrodynamics,; Ree–Eyring fluid,; Slip effects,; Blood flow,; Compliant walls"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (SEPT 2016)",An in-situ synthesized model for detection of defective roller in rolling bearings,https://doaj.org/article/f44bae2b7dd8401a9b1aa1a5b4240a96,"I.M. Jamadar,; D.P. Vakharia","Dynamic behavior,; Faulty rollers,; Rolling bearings,; Dimensional analysis"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (SEPT 2016)",Real-time fault tolerant full adder design for critical applications,https://doaj.org/article/01d46fb163cd4c6e877fec498736df7d,"Pankaj Kumar,; Rajender Kumar Sharma","Adder,; Single fault,; Double fault,; Self checking adder,; Fault tolerant,; Reliability"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (SEPT 2016)",A Discrete Event System approach to On-line Testing of digital circuits with measurement limitation,https://doaj.org/article/a304a4cf7c014a5e9a0406a4a7feb5cc,"P.K. Biswal,; H.P. Sambho,; S. Biswas","On-line Testing,; Measurement limitation,; Fault coverage,; Area overhead,; Fault detection latency,; Discrete event systems"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (SEPT 2016)",Effect of radial magnetic field on natural convection flow in alternate conducting vertical concentric annuli with ramped temperature,https://doaj.org/article/9d7814096d734b7da206dcff0993a521,"Vanita,; Anand Kumar","Radial magnetic field,; Vertical cylinder,; Induced magnetic field,; Hartmann number,; Matlab software"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (SEPT 2016)",Classification of motor imagery movements using multivariate empirical mode decomposition and short time Fourier transform based hybrid method,https://doaj.org/article/b774dbcc039e4b7d9360d7c141664def,"Syed Khairul Bashar,; Mohammed Imamul Hassan Bhuiyan","Electroencephalogram (EEG),; Multivariate EMD,; Energy,; Short time Fourier transform,; kNN classifier"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (SEPT 2016)",Model design and simulation of automatic sorting machine using proximity sensor,https://doaj.org/article/6ae9059f801146c397f349affe46a648,"Bankole I. Oladapo,; V.A. Balogun,; A.O.M. Adeoye,; C.O. Ijagbemi,; Afolabi S. Oluwole,; I.A. Daniyan,; A. Esoso Aghor,; Asanta P. Simeon","Automatic object sorting,; Capacitive proximity sensor,; Sorting machine,; Conveyor belt,; PLC"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (SEPT 2016)",8051 microcontroller to FPGA and ADC interface design for high speed parallel processing systems – Application in ultrasound scanners,https://doaj.org/article/20ed5a2336dd493a9f4a80ff4e4b7cb9,"J. Jean Rossario Raj,; S.M.K. Rahman,; Sneh Anand","ADC,; FPGA,; Microcontroller,; Serial peripheral interface,; Ultrasound scanner"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (SEPT 2016)",A data-based technique for monitoring of wound rotor induction machines: A simulation study,https://doaj.org/article/63572448b65142a79ae90f99abd6218f,"Fouzi Harrou,; Jacques F. Ramahaleomiarantsoa,; Mohamed N. Nounou,; Hazem N. Nounou","Fault detection,; Wound rotor induction machines,; Principal components analysis,; EWMA control scheme,; Hotelling T2 statistic,; Q statistic"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (SEPT 2016)","The effect of SiC powder mixing electrical discharge machining on white layer thickness, heat flux and fatigue life of AISI D2 die steel",https://doaj.org/article/30023f78bc084416bd9bab4475c0da52,"Ahmed Al-Khazraji,; Samir Ali Amin,; Saad Mahmood Ali","EDM,; PMEDM,; Silicone carbide powder,; RSM,; FEM,; WLT,; Total heat flux,; Fatigue life"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (SEPT 2016)",A similarity solution for phase change of binary alloy with shrinkage or expansion,https://doaj.org/article/4b04cd23e4e544eeb1f6aeb5cbf69528,"A. Jakhar,; P. Rath,; S.K. Mahapatra","Binary alloy,; Single phase,; Density ratio,; Lewis number,; Solid–liquid interface"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (SEPT 2016)",Support vector machine based fault classification and location of a long transmission line,https://doaj.org/article/13140c1f1dcf4a9aada8a89a8f6601a5,"Papia Ray,; Debani Prasad Mishra","Fault classification,; Feature selection,; Fault location,; Support vector machine,; Wavelet packet transform,; Transmission line"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (SEPT 2016)",Generation and implementation of IRNSS Standard Positioning Signal,https://doaj.org/article/c30ae70733da45bc97b5ecfc63366e11,"A.R. Yashaswini,; P. Siva Nagendra Reddy,; G.N. Kodanda Ramaiah","IRNSS,; CDMA,; PRN code,; Correlation,; FPGA hardware,; ISE simulator"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (SEPT 2016)",Miniaturized microstrip antenna array using defected ground structure with enhanced performance,https://doaj.org/article/e376fbcbe9094620a6dcd239fb263a23,"Rashmi A. Pandhare,; Prasanna L. Zade,; Mahesh P. Abegaonkar","Microstrip patch antenna array,; Defected ground structure,; Miniaturization"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (SEPT 2016)",Artificial neural network applications in the calibration of spark-ignition engines: An overview,https://doaj.org/article/212c6b47f91141ce9f29d5065a936177,"Richard Fiifi Turkson,; Fuwu Yan,; Mohamed Kamal Ahmed Ali,; Jie Hu","Artificial neural networks,; Applications,; Spark-ignition engines,; Calibration"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (SEPT 2016)",A numerical study of entrance region in a curved annulus with an inward and outward eccentricity,https://doaj.org/article/ddd2671f0e8447d78525c15a8b13cbed,"M.R.H. Nobari,; N. Nekoubin","Curved annulus,; Eccentric,; Incompressible flow,; Finite difference,; Projection method"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (SEPT 2016)",Kernel Locality Preserving Symmetrical Weighted Fisher Discriminant Analysis based subspace approach for expression recognition,https://doaj.org/article/c60eb9ad1d614a9eaca9309ef3078df8,"G.P. Hegde,; M. Seetha,; Nagaratna Hegde","Discriminant analysis,; Gabor filter,; Expression recognition,; Feature extraction,; Subspace,; Symmetrical weight"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (SEPT 2016)",Empirical investigation to explore factors that achieve high quality of mobile learning system based on students’ perspectives,https://doaj.org/article/35f583251ea74963a4e9fd96fc60af58,"Mohammed Amin Almaiah,; Masita @ Masila Abdul Jalil,; Mustafa Man","Mobile learning system,; Quality factors,; Information system success"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (SEPT 2016)",A comparative study of mixed convection and its effect on partially active thermal zones in a two sided lid-driven cavity filled with nanofluid,https://doaj.org/article/82f7e680aca14759b47e9347b68bd0b8,"Sumit Malik,; A.K. Nayak","Mixed convection,; Nanofluid,; Lid-driven cavity,; Flow and heat transfer,; Finite volume method,; SIMPLE algorithm"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (SEPT 2016)",A quadrilateral inverse-shell element with drilling degrees of freedom for shape sensing and structural health monitoring,https://doaj.org/article/de02312080f04e5b99ec7d6f8cbcd64f,"Adnan Kefal,; Erkan Oterkus,; Alexander Tessler,; Jan L. Spangler","Structural health monitoring,; Inverse Finite Element Method,; Shell structures"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (SEPT 2016)",Adaptive differential search algorithm for optimal location of distributed generation in the presence of SVC for power loss reduction in distribution system,https://doaj.org/article/e96496e63f5042b2ba184e4c43a1d0de,"Belkacem Mahdad,; K. Srairi","Distribution generation,; Radial distribution,; Differential search,; Optimal location and sizing,; Renewable energy,; Smart grid,; Power quality,; SVC"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (SEPT 2016)",Firefly algorithm for congestion management in deregulated environment,https://doaj.org/article/afc547672bf44d0fbd071cc7048679c9,"Sumit Verma,; V. Mukherjee","Congestion management,; Deregulation,; Firefly algorithm,; Independent system operator,; Optimal power flow,; Price bids"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (SEPT 2016)",Free convection in a square cavity filled by a porous medium saturated by a nanofluid: Viscous dissipation and radiation effects,https://doaj.org/article/d2f38ba6c4604cb2bc4f51f0dc5cbe65,"M. Ghalambaz,; M. Sabour,; I. Pop","Viscous dissipation,; Radiation effects,; Nanofluid,; Porous media"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (SEPT 2016)",Modeling unsteady two-phase blood flow in catheterized elastic artery with stenosis,https://doaj.org/article/81796f809a324335a261b3bba121a828,Daniel N. Riahi,"Elastic artery,; Catheterized artery,; Arterial flow,; Wall displacement,; Blood flow,; Stenosis"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (SEPT 2016)",Transition region based single and multiple object segmentation of gray scale images,https://doaj.org/article/3c0d4d8dfcf64a488c873881d1e76a38,"Priyadarsan Parida,; Nilamani Bhoi","Global threshold,; Local variance,; Transition regions,; Region filling"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (SEPT 2016)",Graphene-doped PEDOT:PSS nanocomposite thin films fabricated by conventional and substrate vibration-assisted spray coating (SVASC),https://doaj.org/article/92c89d5db4b44983ba289147fbd06630,"Firuze Soltani-kordshuli,; Fatemeh Zabihi,; Morteza Eslamian","Graphene,; PEDOT:PSS thin films,; Film conductivity,; Spray coating,; Substrate vibration-assisted spray coating,; Photovoltaic solar cells,; Nanocomposites"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (SEPT 2016)",Performance and emissions analysis on using acetone–gasoline fuel blends in spark-ignition engine,https://doaj.org/article/cc4e9195a6914b3e9458fb997c5a1912,Ashraf Elfasakhany,"Acetone,; Engine performance,; Pollutant emissions,; Spark-ignition engine,; Gasoline,; Blends"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (SEPT 2016)",Modeling of burr size in drilling of aluminum silicon carbide composites using response surface methodology,https://doaj.org/article/b05480afb0ed433ba3025ec449be68c8,"Avinash A. Thakre,; Shashank Soni","Drilling process,; Metal matrix composite,; Burr height,; Burr thickness,; Response surface methodology"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (SEPT 2016)",Investigation on the effect of cooling of the tool using heat pipe during hard turning with minimal fluid application,https://doaj.org/article/3681cafe51b2490caa3959b5e59621c4,"R. Robinson Gnanadurai,; A.S. Varadarajan","Hard turning,; Minimal fluid application,; Pulsed jet,; Heat pipe"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (SEPT 2016)",Effect of wall proximity of two staggered triangular cylinders on the transport process in a channel,https://doaj.org/article/1ab71bf8e3894467886a93792f6bc91a,"Mousa Farhadi,; Kurosh Sedighi,; Afshin Mohsenzadeh Korayem","Unsteady laminar flow,; Force convective heat transfer,; Staggered triangular cylinders,; Wall proximity"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (SEPT 2016)",Design of Multiplier-less FIR filters with Simultaneously Variable Bandwidth and Fractional Delay,https://doaj.org/article/cb402edd33674a9ca5096db4f9deb29f,"Aravind Illa,; Nisha Haridas,; Elizabeth Elias","Variable bandwidth filter,; Variable fractional delay filter,; ABC optimization,; Farrow structures,; Multiplier-less"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (SEPT 2016)",Optimal setting of FACTS devices for voltage stability improvement using PSO adaptive GSA hybrid algorithm,https://doaj.org/article/9dea428b57734a609d478385c20d1979,"Sai Ram Inkollu,; Venkata Reddy Kota","PSO,; Adaptive GSA,; FACTS devices,; Optimal location,; Stability and power loss"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (SEPT 2016)",Optimal AGC with redox flow batteries in multi-area restructured power systems,https://doaj.org/article/650a99627e834dc8a240902950f21250,"Yogendra Arya,; Narendra Kumar","Automatic generation control,; Restructured power systems,; Sensitivity analysis,; Redox flow batteries,; Multi-source power plant,; Optimal AGC regulator"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (SEPT 2016)",Development of empirical relationships for prediction of mechanical and wear properties of AA6082 aluminum matrix composites produced using friction stir processing,https://doaj.org/article/1a6cc6845dd14dfb9b7fcbc7ca6fa2a8,"I. Dinaharan,; N. Murugan,; A. Thangarasu","Aluminum matrix composites,; Friction stir processing,; Microstructure,; Wear"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (SEPT 2016)",Analysis of doubly-fed induction machine operating at motoring mode subjected to voltage sag,https://doaj.org/article/8092e3d6d1d141f793e4e846696ec86a,"Navneet Kumar,; Thanga Raj Chelliah,; Satya Prakash Srivastava","Asymmetrical voltage sag,; Doubly-fed induction machine,; Reactive power control,; Speed control,; Symmetrical voltage sag,; Variable speed drive"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (SEPT 2016)",Wavelet-fuzzy speed indirect field oriented controller for three-phase AC motor drive – Investigation and implementation,https://doaj.org/article/6e42f55994704859852cd3aabe596d1b,"Sanjeevikumar Padmanaban,; Febin J.L. Daya,; Frede Blaabjerg,; Patrick W. Wheeler,; Pawel Szcześniak,; Valentin Oleschuk,; Ahmet H.Ertas","Speed compensator,; Induction motor,; AC drives,; Indirect vector control,; Wavelet transform,; Fuzzy logic,; Neural network"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (SEPT 2016)",Estimation of MHD boundary layer slip flow over a permeable stretching cylinder in the presence of chemical reaction through numerical and artificial neural network modeling,https://doaj.org/article/7332122a8bb94191a90cefdf3c82413d,"P. Bala Anki Reddy,; Raja Das","Magnetohydrodynamics,; Stretched cylinder,; Artificial neural network,; Back Propagation and chemical reaction"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (JUN 2016)",Multi-objective optimized fuzzy-PID controllers for fourth order nonlinear systems,https://doaj.org/article/beac7ba1fcb4403698eb31a988866a4c,"M.J. Mahmoodabadi,; H. Jahanshahi","Fuzzy-PID controller,; Multi-objective optimization,; Genetic algorithm,; Particle swarm optimization,; Ball–beam system,; Inverted pendulum system"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (JUN 2016)",Effect of welding parameters on pitting behavior of GTAW of DSS and super DSS weldments,https://doaj.org/article/e95f0e410f3d4c55862df88c555e8cc5,"Prabhu Paulraj,; Rajnish Garg","Duplex stainless steels,; Super duplex stainless steels,; GTAW,; Pitting corrosion,; Heat input,; Secondary austenite,; Inter-metallic phases"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (JUN 2016)",Parametric simulation and experimental analysis of earth air heat exchanger with solar air heating duct,https://doaj.org/article/bdf730cae2524453854588b86fdb9754,"Sanjeev Jakhar,; Rohit Misra,; M.S. Soni,; Nikhil Gakkhar","Earth air heat exchanger,; Solar air heating duct,; Parametric analysis,; Air flow velocity,; TRNSYS"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (JUN 2016)",An improved energy aware distributed unequal clustering protocol for heterogeneous wireless sensor networks,https://doaj.org/article/ec55e2c4945c47fa9b3bc506968ea9d1,"Vrinda Gupta,; Rajoo Pandey","EADUC,; Energy hole,; Multi-hop routing,; Network lifetime,; Wireless sensor networks"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (JUN 2016)",Shadow removal using sparse representation over local dictionaries,https://doaj.org/article/ea5bb332f1d14e5787b7da60188057e3,"Remya K. Sasi,; V.K. Govindan","Shadow,; Dictionary learning,; Shadow removal,; Sparse coding,; MCA"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (JUN 2016)",Comparison of different pressure waveforms for heat transfer performance of oscillating flow in a circular cylinder,https://doaj.org/article/91a74163dbcb422cad09d141580e59cf,"M. Abdulhameed,; Dumitru Vieru,; Sharidan Shafie","Trapezoidal waveform,; Triangular waveform,; Sinusoidal waveform,; Transient flow,; Analytical solution"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (JUN 2016)",A novel transmission line protection using DOST and SVM,https://doaj.org/article/05c46a4672ec4bc2a0a6abe4706d9dd0,"M. Jaya Bharata Reddy,; P. Gopakumar,; D.K. Mohanta","Remote telemetry units (RTUs),; Global positioning system (GPS),; Transmission control center (TCC),; Discrete orthogonal Stockwell transform (DOST)"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (JUN 2016)",Free vibration analysis of pre-stressed FGM Timoshenko beams under large transverse deflection by a variational method,https://doaj.org/article/5432bd13a81a4e8ba385a147c467e600,"Amlan Paul,; Debabrata Das","Functionally graded material,; Large deflection,; Timoshenko beam,; Pre-stressed beam,; Loaded natural frequency"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (JUN 2016)",Exploration of waste cooking oil methyl esters (WCOME) as fuel in compression ignition engines: A critical review,https://doaj.org/article/b940aa697f9f49fb909fa9229aaab75f,"S. Kathirvel,; Apurba Layek,; S. Muthuraman","WCOME,; Biodiesel,; Compression ignition engines,; Performance,; Combustion and emission parameters"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (JUN 2016)",Flower pollination algorithm to solve combined economic and emission dispatch problems,https://doaj.org/article/c6c2733c4b5c481d9321521b7b22df57,"A.Y. Abdelaziz,; E.S. Ali,; S.M. Abd Elazim","Flower pollination algorithm,; Economic load dispatch,; Combined economic emission dispatch,; Emission constraints,; Valve point loading effect,; Swarm intelligence"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (JUN 2016)",Design of optimal input–output scaling factors based fuzzy PSS using bat algorithm,https://doaj.org/article/1bc91518aede41b3a6f46cde32e1cc5c,"D.K. Sambariya,; R. Gupta,; R. Prasad","Bat algorithm (BA),; Fuzzy logic controller (FLC),; Fuzzy logic based power system stabilizer (FPSS),; Harmony search algorithm (HSA),; Input–output scaling factors,; Particle swarm optimization (PSO),; Performance indices (PIs),; Power system stabilizer (PSS)"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (JUN 2016)",Microcontroller USB interfacing with MATLAB GUI for low cost medical ultrasound scanners,https://doaj.org/article/322925b79592453a94e5d60b75296f30,"Jean Rossario Raj,; S.M.K. Rahman,; Sneh Anand","MATLAB,; MEX program,; Microcontroller,; Ultrasound scanner,; USB,; USBXpress"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (JUN 2016)",Mechanical strength development of mortars containing volcanic scoria-based binders with different fineness,https://doaj.org/article/0341ac464378433bb2705ffc2b0c15a9,"Aref M. al-Swaidani,; Samira D. Aliyan,; Nazeer Adarnaly","Mechanical properties,; Fineness,; Blended cement,; Natural pozzolan,; Volcanic scoria"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (JUN 2016)",Friction and wear behavior of nitrogen-doped ZnO thin films deposited via MOCVD under dry contact,https://doaj.org/article/3cdc8e5cbc0f4f7f9d059b3a26f70764,"U.S. Mbamara,; B. Olofinjana,; O.O. Ajayi,; C. Lorenzo-Martin,; E.I. Obiajunwa,; E.O.B. Ajayi","Thin films,; Friction,; Wear,; Optical microscopy,; Profilometry"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (JUN 2016)",Design of microstrip-fed printed UWB diversity antenna with tee crossed shaped structure,https://doaj.org/article/a43af7ec367946ec8e84ebab3a6750d5,"Raj Kumar,; Gopal Surushe","Monopole antenna,; UWB antenna,; MIMO,; Channel fading,; Diversity of antenna"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (JUN 2016)",Analysis of heatlines and entropy generation during double-diffusive MHD natural convection within a tilted sinusoidal corrugated porous enclosure,https://doaj.org/article/f5f9c73b300c419babbff1e931688a34,Salam Hadi Hussain,"MHD,; Natural convection,; Porous media,; Entropy generation,; Double diffusive,; Corrugated enclosure,; Heatline"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (JUN 2016)",Magneto-dielectric properties of doped ferrite based nanosized ceramics over very high frequency range,https://doaj.org/article/c6ca3138c0544cfebfda970e06d5af63,"Ashish Saini,; Pravendra Kumar,; Blaise Ravelo,; Sebastian Lallechere,; Atul Thakur,; Preeti Thakur","Powder,; Chemical preparation,; Magnetic properties,; Ferrites,; Substrates,; Ni-Zn-Co-In"
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (JUN 2016)",Evaluation of in-cylinder mixture homogeneity in a diesel HCCI engine – A CFD analysis,https://doaj.org/article/e98507f44b1f41a99f8687af5b94de70,"N. Ramesh,; J.M. Mallikarjuna","Equivalence ratio (ER),; Global fuel distribution (GFD),; Homogeneous charge compression ignition (HCCI),; In-cylinder mixture homogeneity,; Local fuel distribution (LFD)"
